healpix,GGDrlen,GGDalpha,GGDbeta
0,2.46577536898538e-06,0.190598387285447,7.10289808688375
1,3.91866936840361e-05,0.211248035525512,6.53775996459549
2,2.95285636454267e-05,0.208058542851238,6.42066219068761
3,2.11401336881023e-05,0.204462002085626,6.37596275359936
4,7.49803788395499e-05,0.215610426438726,6.19664067465733
5,0.0001421690954481,0.222075020565402,6.14744586762121
6,0.0001120641969649,0.219470799249854,6.17084815327643
7,0.0001193643716918,0.221935177939711,6.44675125188681
8,5.52428622810698e-06,0.198077546257028,7.28470368318275
9,4.31491614827481e-05,0.209548769854914,6.13406676438615
10,0.0001999402323066,0.224062915903515,5.86863184617226
11,8.64025214748808e-05,0.215855264096683,6.01309940152086
12,3.93382785547099e-06,0.195691463968824,7.3819751697428
13,5.81113075968071e-06,0.197643813429506,7.2066464285586
14,1.33951679229569e-05,0.203843658538565,7.00779808294846
15,0.0002760258811885,0.228179780603017,5.96632478122747
16,9.82379164919182e-05,0.219895351054919,6.50752889812285
17,1.8408724267449e-05,0.207661891097576,7.24134640749767
18,8.9669923699879e-05,0.219789367929209,6.59171383583088
19,8.46300719565815e-05,0.219223264527236,6.6456093553332
20,4.29059289485765e-05,0.213842197666133,6.95036865561469
21,0.0001005079631838,0.220691031810005,6.66185054613277
22,2.6996106079849e-05,0.210963625194106,7.23464766606553
23,0.0013260719893944,0.246552516240639,5.90149514946441
24,2.15903474835751e-05,0.205916354357812,6.62506599320219
25,1.99808779831115e-05,0.207635090325642,7.09197060407106
26,1.2924351228855e-05,0.204284877029928,7.16401200109252
27,0.0002738382507297,0.2304156765096,6.37966990982618
28,5.25921216250259e-06,0.196899684599595,7.26832022734823
29,1.57874002770349e-05,0.206469383340888,7.3558295702806
30,1.86861211589532e-05,0.207053496018383,7.14153260686549
31,2.8086121884767e-05,0.209492291835644,6.95802912946874
32,4.72647910752758e-05,0.212416019470599,6.38865808712423
33,0.0002078549608995,0.227706386519954,6.33100277327803
34,0.0001291935414004,0.221139003406494,6.15409041809331
35,0.0002263800589078,0.225527886101536,5.91705069494193
36,9.7309468782314e-05,0.218770342765277,6.2733186899664
37,0.000142301051167,0.223347877987507,6.37279331844114
38,5.14133818632466e-05,0.213599845237908,6.51672136785948
39,0.0002063964455555,0.227125656022704,6.32844619510462
40,9.95904049562912e-06,0.201656172475374,7.01978591625618
41,2.41135323038368e-05,0.20632841526685,6.48429068543952
42,3.92151861072319e-05,0.21037776975086,6.38694869298696
43,1.89334643491134e-05,0.205997959327591,6.79738790707565
44,0.0002468783918095,0.227127458895957,6.02804755419051
45,0.0002668843628897,0.227729742449232,6.00544997660691
46,4.66909340775476e-05,0.212761409398224,6.52054951031629
47,2.73732671290026e-05,0.209204524776872,6.8384245869794
48,5.77860458745037e-06,0.197492622006279,7.20784017262165
49,3.41843547316773e-05,0.211001160257257,6.79106956724356
50,3.41901757752753e-06,0.194836453097353,7.5361771398346
51,1.06552315387884e-05,0.201910282525632,7.104848542776
52,8.30785991801136e-06,0.201377220561772,7.40825609475348
53,0.0012939640685787,0.246592742298694,5.94312251608532
54,8.74144997562732e-06,0.200676386275695,7.24012608639082
55,0.000289786730376,0.230772136068616,6.40774834532873
56,9.95926397358153e-05,0.218790186047135,6.29905447828
57,0.0001310413745631,0.223796810051493,6.65971890060603
58,5.6912423875599e-05,0.214183500091572,6.51091294410325
59,0.0002027233483451,0.22667711230139,6.36879538100697
60,0.0002947727406018,0.231380300392712,6.42021465098069
61,8.10476474928477e-05,0.218274110017655,6.68066881954849
62,3.60315348375172e-06,0.196089180977463,7.78179793026506
